#! FIELDS d12.lowest ffw12 dffw12_d12.lowest
#! SET normalisation  1.000000
#! SET min_d12.lowest 0
#! SET max_d12.lowest 1.5
#! SET nbins_d12.lowest  200
#! SET periodic_d12.lowest false
 0.000000 1.976253 0.000000
 0.007500 inf 0.000000
 0.015000 inf 0.000000
 0.022500 inf 0.000000
 0.030000 inf 0.000000
 0.037500 inf 0.000000
 0.045000 inf 0.000000
 0.052500 inf 0.000000
 0.060000 inf 0.000000
 0.067500 inf 0.000000
 0.075000 inf 0.000000
 0.082500 inf 0.000000
 0.090000 inf 0.000000
 0.097500 inf 0.000000
 0.105000 inf 0.000000
 0.112500 inf 0.000000
 0.120000 inf 0.000000
 0.127500 inf 0.000000
 0.135000 inf 0.000000
 0.142500 inf 0.000000
 0.150000 inf 0.000000
 0.157500 inf 0.000000
 0.165000 inf 0.000000
 0.172500 inf 0.000000
 0.180000 inf 0.000000
 0.187500 inf 0.000000
 0.195000 inf 0.000000
 0.202500 inf 0.000000
 0.210000 inf 0.000000
 0.217500 inf 0.000000
 0.225000 inf 0.000000
 0.232500 inf 0.000000
 0.240000 inf 0.000000
 0.247500 inf 0.000000
 0.255000 inf 0.000000
 0.262500 inf 0.000000
 0.270000 inf 0.000000
 0.277500 inf 0.000000
 0.285000 inf 0.000000
 0.292500 inf 0.000000
 0.300000 inf 0.000000
 0.307500 inf 0.000000
 0.315000 inf 0.000000
 0.322500 inf 0.000000
 0.330000 inf 0.000000
 0.337500 inf 0.000000
 0.345000 32.841493 -974.218144
 0.352500 26.212697 -790.835235
 0.360000 20.932616 -614.249605
 0.367500 16.939193 -453.316626
 0.375000 14.024073 -333.411313
 0.382500 11.767437 -278.047556
 0.390000 9.797469 -244.151273
 0.397500 8.190390 -179.578278
 0.405000 7.125754 -105.877581
 0.412500 6.552018 -51.333600
 0.420000 6.282328 -26.542534
 0.427500 6.047297 -42.747693
 0.435000 5.614006 -68.252872
 0.442500 5.141905 -50.454089
 0.450000 4.903712 -14.727971
 0.457500 4.846190 -7.423234
 0.465000 4.719823 -27.207434
 0.472500 4.489239 -28.781299
 0.480000 4.350461 -6.822559
 0.487500 4.372226 9.904935
 0.495000 4.453460 8.500396
 0.502500 4.461029 -8.037567
 0.510000 4.342290 -21.463747
 0.517500 4.165602 -26.302279
 0.525000 3.908682 -45.380534
 0.532500 3.480542 -66.129483
 0.540000 2.972975 -66.446981
 0.547500 2.502036 -59.262846
 0.555000 2.081323 -52.986032
 0.562500 1.708392 -46.827677
 0.570000 1.363707 -46.512079
 0.577500 1.003185 -48.747538
 0.585000 0.667883 -37.823492
 0.592500 0.470524 -13.949486
 0.600000 0.446906 5.292782
 0.607500 0.514933 11.418948
 0.615000 0.628410 20.575778
 0.622500 0.839094 34.302326
 0.630000 1.094297 29.432935
 0.637500 1.248740 11.923115
 0.645000 1.300480 2.945720
 0.652500 1.295034 -5.268727
 0.660000 1.221525 -13.875017
 0.667500 1.098028 -19.168518
 0.675000 0.928497 -26.506532
 0.682500 0.710157 -30.407371
 0.690000 0.493157 -27.072322
 0.697500 0.293282 -27.883237
 0.705000 0.060380 -34.026143
 0.712500 -0.187834 -29.325520
 0.720000 -0.339332 -9.766740
 0.727500 -0.342788 6.131136
 0.735000 -0.301718 1.018893
 0.742500 -0.356668 -15.406080
 0.750000 -0.494763 -18.019178
 0.757500 -0.584051 -4.695280
 0.765000 -0.568926 7.190850
 0.772500 -0.497160 10.633673
 0.780000 -0.421157 8.826473
 0.787500 -0.371310 4.137041
 0.795000 -0.350759 2.075399
 0.802500 -0.328311 3.684797
 0.810000 -0.302390 2.720518
 0.817500 -0.276843 5.111109
 0.825000 -0.219823 8.590939
 0.832500 -0.183787 -1.299817
 0.840000 -0.232987 -8.970144
