#! FIELDS d3.lowest ffw3 dffw3_d3.lowest
#! SET normalisation  1.000000
#! SET min_d3.lowest 0
#! SET max_d3.lowest 1.5
#! SET nbins_d3.lowest  200
#! SET periodic_d3.lowest false
 0.000000 1.766968 0.000000
 0.007500 inf 0.000000
 0.015000 inf 0.000000
 0.022500 inf 0.000000
 0.030000 inf 0.000000
 0.037500 inf 0.000000
 0.045000 inf 0.000000
 0.052500 inf 0.000000
 0.060000 inf 0.000000
 0.067500 inf 0.000000
 0.075000 inf 0.000000
 0.082500 inf 0.000000
 0.090000 inf 0.000000
 0.097500 inf 0.000000
 0.105000 inf 0.000000
 0.112500 inf 0.000000
 0.120000 inf 0.000000
 0.127500 inf 0.000000
 0.135000 inf 0.000000
 0.142500 inf 0.000000
 0.150000 inf 0.000000
 0.157500 inf 0.000000
 0.165000 inf 0.000000
 0.172500 inf 0.000000
 0.180000 inf 0.000000
 0.187500 inf 0.000000
 0.195000 inf 0.000000
 0.202500 inf 0.000000
 0.210000 inf 0.000000
 0.217500 inf 0.000000
 0.225000 inf 0.000000
 0.232500 inf 0.000000
 0.240000 inf 0.000000
 0.247500 inf 0.000000
 0.255000 inf 0.000000
 0.262500 inf 0.000000
 0.270000 inf 0.000000
 0.277500 inf 0.000000
 0.285000 inf 0.000000
 0.292500 inf 0.000000
 0.300000 inf 0.000000
 0.307500 inf 0.000000
 0.315000 inf 0.000000
 0.322500 inf 0.000000
 0.330000 inf 0.000000
 0.337500 inf 0.000000
 0.345000 inf 0.000000
 0.352500 34.200319 -1038.979845
 0.360000 26.777223 -871.113078
 0.367500 20.904253 -695.064080
 0.375000 16.343049 -521.847636
 0.382500 13.065461 -353.109735
 0.390000 11.027437 -192.007046
 0.397500 10.150115 -45.257212
 0.405000 10.270207 68.784419
 0.412500 10.948051 86.869403
 0.420000 11.192298 -28.641565
 0.427500 10.845016 -31.049921
 0.435000 11.066165 100.360545
 0.442500 12.365169 233.035424
 0.450000 13.939897 111.778546
 0.457500 13.600611 -152.099426
 0.465000 12.339322 -172.466386
 0.472500 11.009045 -179.654634
 0.480000 9.793111 -133.970489
 0.487500 9.074857 -59.740610
 0.495000 8.740536 -47.250880
 0.502500 8.114068 -125.340237
 0.510000 7.014341 -150.595445
 0.517500 6.042331 -102.836350
 0.525000 5.482022 -49.568779
 0.532500 5.224059 -25.226539
 0.540000 5.033575 -27.422941
 0.547500 4.832995 -22.688609
 0.555000 4.732953 -3.841945
 0.562500 4.723491 -5.477844
 0.570000 4.562023 -39.458720
